Person,Time (Chinese),Start Time,End Time,Place,Event
Yinluan 隱巒,,0892-02-01,0893-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0893-02-01,0894-02-01,Mt. Lu 廬山,
Yinluan 隱巒,,0894-02-01,0895-01-01,Mt. Lu 廬山,
Yinluan 隱巒,?,0895-01-01,0896-02-01,Shu 蜀,moved here
Yinluan 隱巒,,0896-02-01,0897-02-01,Shu 蜀,
Yinluan 隱巒,,0897-02-01,0898-02-01,Shu 蜀,
Yinluan 隱巒,,0898-02-01,0899-02-01,Shu 蜀,
Yinluan 隱巒,,0899-02-01,0900-02-01,Shu 蜀,
Yinluan 隱巒,,0900-02-01,0901-02-01,Shu 蜀,
Yinluan 隱巒,,0901-02-01,0902-02-01,Shu 蜀,
Yinluan 隱巒,,0902-02-01,0903-02-01,Shu 蜀,
Yinluan 隱巒,,0903-02-01,0904-02-01,Shu 蜀,
Yinluan 隱巒,,0904-02-01,0905-02-01,Shu 蜀,
Yinluan 隱巒,,0905-02-01,0906-02-01,Shu 蜀,
Yinluan 隱巒,,0906-02-01,0907-02-01,Shu 蜀,
Yinluan 隱巒,,0907-02-01,0908-02-01,Shu 蜀,
Yinluan 隱巒,,0908-02-01,0909-01-01,Shu 蜀,
Yinluan 隱巒,?,0909-01-01,0909-01-01,Shu 蜀,dies
Yuanfu 元孚,文宗,0827-01-13,0828-02-01,Xuanzhou 宣州,at Kaiyuan temple 開元寺
Yuanfu 元孚,,0828-02-01,0829-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0829-02-01,0830-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0830-02-01,0831-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0831-02-01,0832-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0832-02-01,0833-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0833-02-01,0834-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0834-02-01,0835-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0835-02-01,0836-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0836-02-01,0837-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0837-02-01,0838-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0838-02-01,0839-02-01,Xuanzhou 宣州,
Yuanfu 元孚,,0839-02-01,0840-02-20,Xuanzhou 宣州,
Yuanfu 元孚,,0840-02-20,0841-02-01,?,
Yuanfu 元孚,,0841-02-01,0842-02-01,?,
Yuanfu 元孚,,0842-02-01,0843-02-01,?,
Yuanfu 元孚,,0843-02-01,0844-02-01,?,
Yuanfu 元孚,,0844-02-01,0845-02-01,?,
Yuanfu 元孚,,0845-02-01,0846-02-01,?,
Yuanfu 元孚,,0846-02-01,0847-02-06,?,
Yuanfu 元孚,大中,0847-02-06,0848-02-01,Chang'an 長安,at Baoshou Temple 保壽寺
Yuanfu 元孚,,0848-02-01,0849-02-01,Chang'an 長安,
Yuanfu 元孚,,0849-02-01,0850-02-01,Chang'an 長安,
Yuanfu 元孚,,0850-02-01,0851-02-01,Chang'an 長安,
Yuanfu 元孚,,0851-02-01,0852-02-01,Chang'an 長安,
Yuanfu 元孚,,0852-02-01,0853-02-01,Chang'an 長安,
Yuanfu 元孚,,0853-02-01,0854-02-01,Chang'an 長安,
Yuanfu 元孚,,0854-02-01,0855-02-01,Chang'an 長安,
Yuanfu 元孚,,0855-02-01,0856-02-01,Chang'an 長安,
Yuanfu 元孚,,0856-02-01,0857-02-01,Chang'an 長安,
Yuanfu 元孚,,0857-02-01,0858-02-01,Chang'an 長安,
Yuanfu 元孚,,0858-02-01,0859-02-01,Chang'an 長安,
Yuanfu 元孚,,0859-02-01,0860-12-17,Chang'an 長安,
Yuanfu 元孚,,0860-12-17,0860-12-17,Chang'an 長安,
Yunbiao 雲表,唐末,0860-01-01,0909-01-01,Yuzhang 豫章,from here
Zhixuan 知玄,元和14,0819-03-01,0820-02-01,Meizhou 眉州,becomes Buddhist at age 11
Zhixuan 知玄,,0820-02-01,0821-02-01,Meizhou 眉州,
Zhixuan 知玄,,0821-02-01,0822-02-01,Meizhou 眉州,
Zhixuan 知玄,,0822-02-01,0823-02-15,Meizhou 眉州,
Zhixuan 知玄,長慶3,0823-02-15,0824-02-01,Chengdu 成都,"age 15, lectures at Daci Temple 大慈寺, people call him ""Bodhisattva Chen"""
Zhixuan 知玄,,0824-02-01,0825-02-01,Chengdu 成都,
Zhixuan 知玄,,0825-02-01,0826-02-01,Chengdu 成都,
Zhixuan 知玄,,0826-02-01,0827-01-11,Chengdu 成都,
Zhixuan 知玄,文宗,0827-01-11,0828-02-01,Chang'an 長安,comes to capital at Wenzong's request
Zhixuan 知玄,,0828-02-01,0829-02-01,Chang'an 長安,
Zhixuan 知玄,,0829-02-01,0830-02-01,Chang'an 長安,
Zhixuan 知玄,,0830-02-01,0831-02-01,Chang'an 長安,
Zhixuan 知玄,,0831-02-01,0832-02-01,Chang'an 長安,
Zhixuan 知玄,,0832-02-01,0833-02-01,Chang'an 長安,
Zhixuan 知玄,,0833-02-01,0834-02-01,Chang'an 長安,
Zhixuan 知玄,,0834-02-01,0835-02-01,Chang'an 長安,
Zhixuan 知玄,,0835-02-01,0836-02-01,Chang'an 長安,
Zhixuan 知玄,,0836-02-01,0837-02-01,Chang'an 長安,
Zhixuan 知玄,,0837-02-01,0838-02-01,Chang'an 長安,
Zhixuan 知玄,,0838-02-01,0839-02-01,Chang'an 長安,
Zhixuan 知玄,,0839-02-01,0840-02-01,Chang'an 長安,
Zhixuan 知玄,,0840-02-01,0841-02-01,Chang'an 長安,
Zhixuan 知玄,,0841-02-01,0842-02-01,Chang'an 長安,
Zhixuan 知玄,,0842-02-01,0843-02-01,Chang'an 長安,
Zhixuan 知玄,,0843-02-01,0844-02-01,Chang'an 長安,
Zhixuan 知玄,,0844-02-01,0845-05-10,Chang'an 長安,
Zhixuan 知玄,會昌5四月,0845-05-10,0846-02-01,Guilin 桂林,goes to Kaiyuan Temple here to avoid Huichang suppression of Buddhism
Zhixuan 知玄,,0846-02-01,0847-01-01,Guilin 桂林,
Zhixuan 知玄,大中1,0847-01-01,0848-02-01,Chang'an 長安,"returns here, chairs debate on the three teachings"
Zhixuan 知玄,,0848-02-01,0849-02-01,Chang'an 長安,
Zhixuan 知玄,,0849-02-01,0850-02-01,Chang'an 長安,
Zhixuan 知玄,,0850-02-01,0851-02-01,Chang'an 長安,
Zhixuan 知玄,,0851-02-01,0852-02-01,Chang'an 長安,
Zhixuan 知玄,,0852-02-01,0853-02-01,Chang'an 長安,
Zhixuan 知玄,,0853-02-01,0854-02-01,Chang'an 長安,
Zhixuan 知玄,大中8,0854-02-01,0855-02-01,Mt. Danjing in Pengzhou 彭州丹景山,moves here
Zhixuan 知玄,,0855-02-01,0856-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0856-02-01,0857-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0857-02-01,0858-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0858-02-01,0859-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0859-02-01,0860-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0860-02-01,0861-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0861-02-01,0862-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0862-02-01,0863-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0863-02-01,0864-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0864-02-01,0865-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0865-02-01,0866-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0866-02-01,0867-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0867-02-01,0868-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0868-02-01,0869-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0869-02-01,0870-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0870-02-01,0871-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0871-02-01,0872-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0872-02-01,0873-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0873-02-01,0874-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0874-02-01,0875-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0875-02-01,0876-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0876-02-01,0877-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0877-02-01,0878-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0878-02-01,0879-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0879-02-01,0880-02-01,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,,0880-02-01,0881-12-31,Mt. Danjing in Pengzhou 彭州丹景山,
Zhixuan 知玄,廣明2,0881-12-31,0881-12-31,Mt. Danjing in Pengzhou 彭州丹景山,dies
Zhou He 周賀,寶歷3,0827-01-31,0827-06-22,Chang'an 長安,becomes a monk
Zhou He 周賀,寶歷3 Summer,0827-06-22,0828-02-01,?,goes west
Zhou He 周賀,,0828-02-01,0829-02-01,?,
Zhou He 周賀,,0829-02-01,0830-02-01,?,
Zhou He 周賀,,0830-02-01,0831-02-01,?,
Zhou He 周賀,,0831-02-01,0832-02-01,?,
Zhou He 周賀,,0832-02-01,0833-02-01,?,
Zhou He 周賀,,0833-02-01,0834-02-01,?,
Zhou He 周賀,,0834-02-01,0835-09-26,?,
Zhou He 周賀,太和9 Autumn,0835-09-26,0836-02-01,Hangzhou 杭州,"travels here, spends time with Yao He"
Zhou He 周賀,,0836-02-01,0837-02-01,Hangzhou 杭州,
Zhou He 周賀,,0837-02-01,0838-02-01,Hangzhou 杭州,
Zhou He 周賀,,0838-02-01,0839-02-01,Hangzhou 杭州,
Zhou He 周賀,,0839-02-01,0840-06-21,Hangzhou 杭州,
Zhou He 周賀,開成5 Summer,0840-06-21,0841-09-21,Chang'an 長安,visits Yao He
Zhou He 周賀,會昌1,0841-09-21,0841-09-21,Jiangzhou 江州,visits local official Zhang Youxin
Zilan 子蘭,?,0873-01-01,0874-02-01,Chang'an 長安,mourns Chang'an probably during this time
Zilan 子蘭,,0874-02-01,0875-02-01,Chang'an 長安,
Zilan 子蘭,,0875-02-01,0876-02-01,Chang'an 長安,
Zilan 子蘭,,0876-02-01,0877-02-01,Chang'an 長安,
Zilan 子蘭,,0877-02-01,0878-02-01,Chang'an 長安,
Zilan 子蘭,,0878-02-01,0879-02-01,Chang'an 長安,
Zilan 子蘭,,0879-02-01,0880-02-01,Chang'an 長安,
Zilan 子蘭,,0880-02-01,0881-02-01,Chang'an 長安,
Zilan 子蘭,,0881-02-01,0882-02-01,Chang'an 長安,
Zilan 子蘭,,0882-02-01,0883-02-01,Chang'an 長安,
Zilan 子蘭,,0883-02-01,0884-02-01,Chang'an 長安,
Zilan 子蘭,,0884-02-01,0885-02-01,Chang'an 長安,
Zilan 子蘭,,0885-02-01,0886-02-01,Chang'an 長安,
Zilan 子蘭,,0886-02-01,0887-02-01,Chang'an 長安,
Zilan 子蘭,,0887-02-01,0888-02-01,Chang'an 長安,
Zilan 子蘭,,0888-02-01,0889-02-01,Chang'an 長安,
Zilan 子蘭,,0889-02-01,0890-02-01,Chang'an 長安,
Zilan 子蘭,,0890-02-01,0891-02-01,Chang'an 長安,
Zilan 子蘭,,0891-02-01,0892-02-01,Chang'an 長安,
Zilan 子蘭,,0892-02-01,0893-02-01,Chang'an 長安,
Zilan 子蘭,,0893-02-01,0894-02-01,Chang'an 長安,
Zilan 子蘭,,0894-02-01,0895-02-01,Chang'an 長安,
Zilan 子蘭,,0895-02-01,0896-02-01,Chang'an 長安,
Zilan 子蘭,,0896-02-01,0897-02-01,Chang'an 長安,
Zilan 子蘭,,0897-02-01,0898-02-01,Chang'an 長安,
Zilan 子蘭,,0898-02-01,0899-02-01,Chang'an 長安,
Zilan 子蘭,,0899-02-01,0900-02-01,Chang'an 長安,
Zilan 子蘭,,0900-02-01,0901-02-01,Chang'an 長安,
Zilan 子蘭,,0901-02-01,0902-02-01,Chang'an 長安,
Zilan 子蘭,,0902-02-01,0903-02-01,Chang'an 長安,
Zilan 子蘭,,0903-02-01,0904-12-31,Chang'an 長安,
Zilan 子蘭,,0904-12-31,0904-12-31,Chang'an 長安,
